time,seconds_elapsed,z,y,x
1772618049587040500,0.02904052734375,0.0004303078167140484,-0.011805009096860886,-0.004475075285881758
1772618049597072400,0.039072265625,-0.0016077128238976002,-0.022412462159991264,-0.005098599940538406
1772618049607105500,0.04910546875,-0.001378414686769247,0.007265272084623575,0.0033851659391075373
1772618049617137400,0.059137451171875,0.0019579867366701365,0.02474154159426689,0.005360495764762163
1772618049627169500,0.06916943359375,0.0013696944806724787,-0.01368947047740221,-0.0036812028847634792
1772618049637202400,0.079202392578125,0.0009169233962893486,-0.016789700835943222,-0.0016223301645368338
1772618049647234600,0.089234619140625,-0.0011065462604165077,0.01529606245458126,0.0027258130721747875
1772618049657267500,0.099267333984375,-0.0016163978725671768,0.01940927654504776,0.0025137639604508877
1772618049667299600,0.109299560546875,-0.000500799622386694,-0.01735219918191433,-0.004471174906939268
1772618049677331500,0.11933154296875,0.0006364299915730953,-0.008979294449090958,-0.0003145760274492204
1772618049687364600,0.129364501953125,-0.001448825467377901,0.018765250220894814,0.0032599186524748802
1772618049697396500,0.139396484375,0.0013339656870812178,0.005963160190731287,-0.0015343192499130964
1772618049707429600,0.1494296875,0.002450629137456417,-0.016882767900824547,-0.0027564438059926033
1772618049717461500,0.15946142578125,0.002467626938596368,0.0002805902622640133,0.0018620885675773025
1772618049727493600,0.16949365234375,0.0016095563769340515,0.013550855219364166,0.0031529227271676064
1772618049737526500,0.179526611328125,-0.0007897522300481796,-0.005742714740335941,-0.0018908401252701879
1772618049747558700,0.18955859375,-0.001808944158256054,-0.011433890089392662,-0.0018186684465035796
1772618049757591600,0.199591552734375,-0.002496527973562479,0.010096488520503044,0.003120729001238942
1772618049767623400,0.20962353515625,0.00041750306263566017,0.007344909477978945,-0.0009469830547459424
1772618049777655600,0.219655517578125,0.00033475784584879875,-0.012231472879648209,-0.0027081621810793877
1772618049787688400,0.2296884765625,0.00043436046689748764,-0.0030108103528618813,-0.0021829865872859955
1772618049797720300,0.23972021484375,-0.0006793169304728508,0.012412812560796738,0.0037725772708654404
1772618049807753500,0.24975341796875,-0.0024127685464918613,-0.0008550556376576424,0.00020207720808684826
1772618049817785600,0.25978564453125,0.0002834019251167774,-0.00988975539803505,-0.004192874301224947
1772618049827817500,0.2698173828125,-0.0008199457079172134,0.00770947802811861,-0.004155856557190418
1772618049837850600,0.2798505859375,-0.0019599772058427334,0.005438730586320162,0.003322987351566553
1772618049847882500,0.289882568359375,0.0012347507290542126,-0.007535923738032579,-0.003162875073030591
1772618049857915600,0.29991552734375,0.0022449996322393417,-0.0025326726026833057,-0.00017272360855713487
1772618049867947500,0.309947509765625,-0.00029112864285707474,0.008900010958313942,0.002445430029183626
1772618049877979400,0.3199794921875,-0.00005792081356048584,-0.0011248337104916573,-0.00009033788228407502
1772618049888012500,0.330012451171875,0.00044008996337652206,-0.00691561121493578,0.0006966262590140104
1772618049898044700,0.340044677734375,0.0008362159132957458,0.0006420817226171494,0.0011042621918022633
1772618049908077600,0.35007763671875,-0.0027513280510902405,0.004438151605427265,0.003096839413046837
1772618049918109700,0.360109619140625,0.00009091617539525032,-0.005244394764304161,-0.0045246887020766735
1772618049928141600,0.3701416015625,-0.0018678386695683002,-0.0021516657434403896,0.0005185392801649868
1772618049938174500,0.380174560546875,0.00003061490133404732,0.007277421187609434,0.0024172640405595303
1772618049948206300,0.390206298828125,0.0019233233761042356,0.0003563985228538513,0.0023986217565834522
1772618049958239500,0.400239501953125,0.000007933471351861954,-0.0035507071297615767,-0.0032235467806458473
1772618049968271600,0.410271728515625,0.0019065011292696,0.0040345084853470325,-0.001313527813181281
1772618049978303500,0.420303466796875,0.0019433938432484865,0.002433581743389368,0.0011167638003826141
1772618049988336600,0.430336669921875,-0.0011147139593958855,-0.0031571928411722183,-0.0018220344791188836
1772618049998368500,0.440368408203125,0.00035833101719617844,-0.0024382127448916435,-0.0013400656171143055
1772618050008401700,0.450401611328125,-0.00027177296578884125,0.0014659813605248928,0.0015665083192288876
1772618050018433500,0.46043359375,0.0013197290245443583,0.0011485419236123562,-0.001097702537663281
1772618050028465400,0.47046533203125,0.0016795219853520393,-0.0028549879789352417,-0.0024623062927275896
1772618050038498600,0.48049853515625,-0.000275507103651762,0.0037859436124563217,0.0014896215870976448
1772618050048530700,0.49053076171875,0.001818003598600626,0.0024469057098031044,0.002781254705041647
1772618050058563600,0.5005634765625,-0.001841830089688301,-0.00317838741466403,-0.0005119011038914323
1772618050068595700,0.510595703125,0.001059151254594326,-0.0001951144076883793,-0.0014072558842599392
1772618050078627600,0.520627685546875,-0.002604864537715912,0.004777612630277872,0.0008738049655221403
1772618050088660500,0.530660400390625,-0.0015734219923615456,-0.002849946729838848,0.0014626297634094954
1772618050098692600,0.540692626953125,0.0008066161535680294,-0.0009915833361446857,-0.0000383125152438879
1772618050108725500,0.5507255859375,0.0011158091947436333,0.0009993952699005604,0.0007204220746643841
1772618050118757400,0.56075732421875,0.002488065045326948,0.0015375716611742973,0.0023661635350435972
1772618050128789500,0.57078955078125,0.0022182867396622896,-0.004268386401236057,0.0005605404148809612
1772618050138822700,0.58082275390625,-0.0003427332267165184,-0.002058996818959713,-0.00008255161810666323
1772618050148854500,0.5908544921875,-0.002270062919706106,0.00199113879352808,0.00016299181152135134
1772618050158887700,0.6008876953125,-0.0001663239672780037,0.0004890239797532558,0.0012681098887696862
1772618050168919600,0.61091943359375,0.001804947853088379,-0.0028505800291895866,0.0018119273008778691
1772618050178951400,0.620951416015625,-0.00024580443277955055,0.0005485042929649353,0.0004301068838685751
1772618050188984600,0.630984619140625,-0.0008830991573631763,0.0011530416086316109,-0.0008988104527816176
1772618050199016400,0.641016357421875,-0.0017300378531217575,-0.0008905930444598198,-0.002822702284902334
1772618050209049300,0.65104931640625,-0.0009542587213218212,0.0018407446332275867,-0.0009917791467159986
1772618050219081700,0.661081787109375,0.0006189686246216297,-0.0015074554830789566,0.0007577163632959127
1772618050229113600,0.671113525390625,-0.00018477346748113632,-0.000284531619399786,-0.000019926694221794605
1772618050239146500,0.681146484375,-0.0010487334802746773,0.0002924911677837372,-0.0023701293393969536
1772618050249178600,0.6911787109375,0.0012098932638764381,0.0038179834373295307,-0.00003933068364858627
1772618050259211500,0.70121142578125,-0.0012790719047188759,0.0013334299437701702,0.0025950265116989613
1772618050269243400,0.711243408203125,-0.0002468307502567768,0.0002998565323650837,-0.0024356849025934935
1772618050279275800,0.72127587890625,-0.0016547790728509426,0.0006442861631512642,-0.00028701231349259615
1772618050289308700,0.73130859375,-0.00009949319064617157,0.0005553369410336018,-0.001021512201987207
1772618050299340500,0.741340576171875,-0.0005137682892382145,0.00013813888654112816,-0.0014085551956668496
1772618050309373700,0.751373779296875,-0.0006442628800868988,-0.0016080960631370544,-0.0010165378917008638
1772618050319405600,0.761405517578125,-0.0017348779365420341,0.00016455119475722313,0.0012135966680943966
1772618050329437400,0.7714375,0.0019107232801616192,0.00032886816188693047,0.000007184804417192936
1772618050339470600,0.781470703125,0.0007645301520824432,0.002742535900324583,-0.0006885526236146688
1772618050349502500,0.79150244140625,0.00003668805584311485,0.0005148020572960377,-0.0011809711577370763
1772618050359535400,0.801535400390625,0.0003631473518908024,0.0013796952553093433,-0.0005764616071246564
1772618050369567700,0.811567626953125,0.002829500939697027,0.0006534508429467678,-0.000023323053028434515
1772618050379599600,0.821599609375,-0.003691298421472311,0.0025085825473070145,-0.0009229880524799228
1772618050389632500,0.831632568359375,-0.0004427745006978512,-0.0018680565990507603,0.0009044730686582625
1772618050399664600,0.84166455078125,0.0010173274204134941,0.0017335470765829086,0.000500404741615057
1772618050409697500,0.851697509765625,-0.0009691244922578335,-0.00015383539721369743,0.00008868006989359856
1772618050419729400,0.8617294921875,0.0001305774785578251,0.0012726266868412495,-0.0007305721519514918
1772618050429761500,0.871761474609375,0.0005058166570961475,-0.0006789378821849823,0.0009562740451656282
1772618050439794400,0.88179443359375,-0.00007034977898001671,0.0009803688153624535,-0.0021370514295995235
1772618050449826600,0.89182666015625,-0.0017287004739046097,0.0015257848426699638,-0.003848132211714983
1772618050459859700,0.901859619140625,-0.0015395181253552437,0.0017276783473789692,-0.0015189658151939511
1772618050469891600,0.9118916015625,0.003472817363217473,-0.0008779587224125862,0.0008488507010042667
1772618050479923500,0.92192333984375,-0.0004762308672070503,-0.0011028931476175785,-0.0001465135719627142
1772618050489956600,0.93195654296875,0.0011994303204119205,0.0006662448868155479,0.001079073059372604
1772618050499988500,0.941988525390625,-0.00028431927785277367,-0.0022402354516088963,0.0015155227156355977
1772618050510021400,0.952021484375,0.0015410115011036396,0.0009851190261542797,0.0017253797268494964
1772618050520053500,0.962053466796875,0.001299767754971981,-0.00042449263855814934,0.0011673500994220376
1772618050530085600,0.972085693359375,-0.0004589837044477463,0.0003395681269466877,0.0028496687300503254
1772618050540118500,0.982118408203125,-0.00009579211473464966,-0.0001938100904226303,-0.001620318740606308
1772618050550150700,0.992150634765625,-0.0018164603970944881,0.0005598645657300949,0.0006289870943874121
1772618050560183600,1.00218359375,-0.0013453997671604156,-0.0019022440537810326,0.0020165536552667618
1772618050570215400,1.01221533203125,-0.0004588332958519459,-0.0003629373386502266,-0.00004633079515770078
1772618050580247600,1.02224755859375,0.00005989382043480873,0.0004389719106256962,0.0014685213100165129
1772618050590280400,1.032280517578125,0.0006319410167634487,0.00186163280159235,-0.001655100379139185
1772618050600312600,1.0423125,-0.000578505452722311,0.00021908385679125786,0.0017380440840497613
1772618050610345500,1.052345458984375,-0.0015678699128329754,0.0018060612492263317,-0.00020739505998790264
1772618050620377300,1.06237744140625,-0.0005590389482676983,0.000999494455754757,-0.002354810480028391
1772618050630409500,1.072409423828125,-0.0012754290364682674,0.00008203554898500443,0.001373082515783608
1772618050640442400,1.0824423828125,0.0008337837643921375,0.003332432359457016,0.0012158965691924095
1772618050650474200,1.09247412109375,-0.001447746530175209,0.001047440804541111,-0.000407033774536103
1772618050660507400,1.10250732421875,0.0026925080455839634,-0.0009167981334030628,-0.0002813072642311454
1772618050670539300,1.112539306640625,0.0020829106215387583,-0.0006126654334366322,0.0007072581211104989
1772618050680571400,1.1225712890625,0.00156806455925107,0.0014161868020892143,0.0011894330382347107
1772618050690604500,1.1326044921875,-0.0016591539606451988,0.0008406778797507286,0.0000903464388102293
1772618050700636400,1.142636474609375,-0.00027274293825030327,0.0018736454658210278,-0.00040483870543539524
1772618050710669600,1.152669677734375,0.0011584395542740822,0.0009631109423935413,0.0010902597568929195
1772618050720701400,1.162701416015625,0.0012318422086536884,0.00013234559446573257,0.00007942499360069633
1772618050730733300,1.1727333984375,0.002533062594011426,0.0009765680879354477,0.0030049073975533247
1772618050740766500,1.182766357421875,0.00022803433239459991,0.000595778226852417,0.0012863889569416642
1772618050750798300,1.19279833984375,0.00015612877905368805,-0.003263674909248948,0.002857387997210026
