version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 15 Pro Max,1772741672505,2026-03-05_20-14-32,Africa/Kigali,ios,1.54,832809b8-84b8-4630-9cc2-6fa081107094,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.2.1,system
